Time(s),Torque,signal_0,signal_1,signal_2
0.15,0.16849817,0.8,1.7000000000000002,16.0
0.15,0.16849817,0.8,1.7000000000000002,16.0
0.16,0.16849817,0.7000000000000001,1.7000000000000002,16.0
0.16,0.16849817,0.7000000000000001,1.7000000000000002,16.0
0.16,0.17338218,0.7000000000000001,1.7000000000000002,16.0
0.16,0.17338218,0.7000000000000001,1.7000000000000002,16.0
0.16,0.17826618,0.7000000000000001,1.7000000000000002,16.0
0.16,0.17826618,0.7000000000000001,1.7000000000000002,16.0
0.16,0.17826618,0.7000000000000001,1.7000000000000002,16.0
0.16,0.17826618,0.7000000000000001,1.7000000000000002,16.0
0.16,0.17338218,0.7000000000000001,1.7000000000000002,16.0
0.16,0.17826618,0.7000000000000001,1.7000000000000002,16.0
0.17,0.17826618,0.7000000000000001,1.7000000000000002,16.0
0.17,0.17826618,0.7000000000000001,1.7000000000000002,16.0
0.17,0.17826618,0.6000000000000001,1.6,16.0
0.17,0.17826618,0.6000000000000001,1.6,16.0
0.17,0.17338218,0.6000000000000001,1.6,16.0
0.17,0.17338218,0.6000000000000001,1.6,16.0
0.17,0.16361417,0.6000000000000001,1.6,16.0
0.17,0.16361417,0.6000000000000001,1.6,16.0
0.17,0.16361417,0.6000000000000001,1.6,16.0
0.17,0.16361417,0.6000000000000001,1.6,16.0
0.18,0.16361417,0.6000000000000001,1.6,16.0
0.18,0.15873016,0.6000000000000001,1.6,16.0
0.18,0.15873016,0.6000000000000001,1.6,16.0
0.18,0.15384616,0.6000000000000001,1.6,16.0
0.18,0.15384616,0.6000000000000001,1.6,16.0
0.18,0.14896215,0.6000000000000001,1.6,16.0
0.18,0.14407815,0.6000000000000001,1.6,16.1
0.18,0.13919415,0.6000000000000001,1.6,16.1
0.18,0.13919415,0.6000000000000001,1.6,16.1
0.19,0.13431014,0.6000000000000001,1.6,16.1
0.19,0.11965812,0.6000000000000001,1.6,16.1
0.19,0.11965812,0.6000000000000001,1.6,16.1
0.19,0.11965812,0.6000000000000001,1.6,16.1
0.19,0.114774115,0.6000000000000001,1.6,16.1
0.19,0.114774115,0.6000000000000001,1.6,16.1
0.19,0.11965812,0.6000000000000001,1.6,16.1
0.19,0.10989011,0.6000000000000001,1.6,16.1
0.19,0.105006106,0.6000000000000001,1.6,16.1
0.19,0.0952381,0.6000000000000001,1.6,16.1
0.19,0.09035409,0.5,1.6,16.0
0.2,0.08547009,0.5,1.6,16.0
0.2,0.08058608,0.5,1.6,16.0
0.2,0.07570208,0.5,1.6,16.0
0.2,0.070818074,0.5,1.6,16.0
0.2,0.06593407,0.5,1.6,16.0
0.2,0.06105006,0.5,1.6,16.0
0.2,0.06105006,0.5,1.6,16.0
0.2,0.056166057,0.5,1.6,16.0
0.2,0.051282052,0.5,1.6,16.0
0.2,0.046398047,0.5,1.6,16.0
0.21,0.046398047,0.5,1.6,16.0
0.21,0.041514043,0.4,1.5,16.1
0.21,0.03663004,0.4,1.5,16.1
0.21,0.03663004,0.4,1.5,16.1
0.21,0.03663004,0.4,1.5,16.1
0.21,0.031746034,0.4,1.5,16.1
0.21,0.026862027,0.4,1.5,16.1
0.21,0.026862027,0.4,1.5,16.1
0.21,0.026862027,0.4,1.5,16.1
0.22,0.026862027,0.4,1.5,16.1
0.22,0.031746034,0.4,1.5,16.1
0.22,0.031746034,0.4,1.5,16.1
0.22,0.026862027,0.4,1.5,16.1
0.22,0.021978023,0.4,1.5,16.1
0.22,0.021978023,0.4,1.5,16.1
0.22,0.021978023,0.30000000000000004,1.5,16.1
0.22,0.021978023,0.30000000000000004,1.5,16.1
0.22,0.021978023,0.30000000000000004,1.5,16.1
0.22,0.021978023,0.30000000000000004,1.5,16.1
0.22,0.021978023,0.30000000000000004,1.5,16.1
0.23,0.021978023,0.30000000000000004,1.5,16.1
0.23,0.021978023,0.30000000000000004,1.5,16.1
0.23,0.026862027,0.30000000000000004,1.5,16.1
0.23,0.021978023,0.30000000000000004,1.5,16.1
0.23,0.026862027,0.30000000000000004,1.5,16.1
0.23,0.026862027,0.30000000000000004,1.5,16.1
0.23,0.026862027,0.30000000000000004,1.5,16.1
0.23,0.026862027,0.30000000000000004,1.5,16.1
0.23,0.031746034,0.2,1.4000000000000001,16.1
0.23,0.031746034,0.2,1.4000000000000001,16.1
0.24,0.031746034,0.2,1.4000000000000001,16.1
0.24,0.03663004,0.2,1.4000000000000001,16.1
0.24,0.031746034,0.2,1.4000000000000001,16.1
0.24,0.03663004,0.2,1.4000000000000001,16.1
0.24,0.03663004,0.2,1.4000000000000001,16.1
0.24,0.041514043,0.2,1.4000000000000001,16.1
0.24,0.041514043,0.2,1.4000000000000001,16.1
0.24,0.041514043,0.2,1.4000000000000001,16.1
0.24,0.046398047,0.2,1.4000000000000001,16.1
0.24,0.046398047,0.2,1.4000000000000001,16.1
0.25,0.056166057,0.2,1.4000000000000001,16.1
0.25,0.056166057,0.1,1.3,16.2
0.25,0.056166057,0.1,1.3,16.2
0.25,0.06105006,0.1,1.3,16.2
0.25,0.06593407,0.1,1.3,16.2
0.25,0.06593407,0.1,1.3,16.2
0.25,0.070818074,0.1,1.3,16.2
0.25,0.07570208,0.1,1.3,16.2
0.25,0.07570208,0.1,1.3,16.2
0.26,0.07570208,0.1,1.3,16.2
0.26,0.08058608,0.1,1.3,16.2
0.26,0.08547009,0.1,1.3,16.2
0.26,0.08547009,0.1,1.3,16.2
0.26,0.08058608,0.1,1.3,16.2
0.26,0.08547009,0.1,1.3,16.2
0.26,0.09035409,0.1,1.3,16.2
0.26,0.09035409,0.1,1.3,16.2
0.27,0.0952381,0.1,1.3,16.2
0.27,0.09035409,0.1,1.3,16.2
0.27,0.0952381,0.1,1.3,16.2
0.27,0.1001221,0.1,1.3,16.2
0.27,0.1001221,0.1,1.3,16.2
0.27,0.1001221,0.1,1.3,16.2
0.27,0.1001221,0.1,1.3,16.2
0.27,0.105006106,0.1,1.2000000000000002,16.2
0.27,0.1001221,0.1,1.2000000000000002,16.2
0.27,0.105006106,0.1,1.2000000000000002,16.2
0.28,0.105006106,0.1,1.2000000000000002,16.2
0.28,0.105006106,0.1,1.2000000000000002,16.2
0.28,0.0952381,0.1,1.2000000000000002,16.2
0.28,0.105006106,0.1,1.2000000000000002,16.2
0.28,0.105006106,0.1,1.2000000000000002,16.2
0.28,0.0952381,0.1,1.2000000000000002,16.2
0.28,0.1001221,0.1,1.2000000000000002,16.2
0.28,0.105006106,0.1,1.2000000000000002,16.2
0.28,0.0952381,0.1,1.2000000000000002,16.2
0.29,0.1001221,0.1,1.2000000000000002,16.2
0.29,0.1001221,0.1,1.2000000000000002,16.3
0.29,0.1001221,0.1,1.2000000000000002,16.3
0.29,0.0952381,0.1,1.2000000000000002,16.3
0.29,0.0952381,0.1,1.2000000000000002,16.3
0.29,0.0952381,0.1,1.2000000000000002,16.3
0.29,0.09035409,0.1,1.2000000000000002,16.3
0.29,0.09035409,0.1,1.2000000000000002,16.3
0.29,0.09035409,0.1,1.2000000000000002,16.3
0.29,0.09035409,0.1,1.2000000000000002,16.3
0.29,0.08547009,0.1,1.2000000000000002,16.3
0.3,0.08547009,0.1,1.2000000000000002,16.3
0.3,0.09035409,0.1,1.2000000000000002,16.3
0.3,0.08547009,0.1,1.2000000000000002,16.3
0.3,0.08058608,0.1,1.1,16.3
0.3,0.08058608,0.1,1.1,16.3
0.3,0.08058608,0.1,1.1,16.3
0.3,0.07570208,0.1,1.1,16.3
0.3,0.08058608,0.1,1.1,16.3
0.3,0.070818074,0.1,1.1,16.3
0.3,0.06105006,0.1,1.1,16.3
0.31,0.06593407,0.1,1.1,16.3
0.31,0.06593407,0.1,1.1,16.3
0.31,0.06105006,0.1,1.1,16.3
0.31,0.06105006,0.1,1.1,16.3
0.31,0.051282052,0.1,1.1,16.3
0.31,0.051282052,0.1,1.1,16.400000000000002
0.31,0.051282052,0.1,1.1,16.400000000000002
0.31,0.051282052,0.1,1.1,16.400000000000002
0.31,0.046398047,0.1,1.1,16.400000000000002
0.32,0.041514043,0.1,1.1,16.400000000000002
0.32,0.041514043,0.1,1.1,16.400000000000002
0.32,0.031746034,0.1,1.1,16.400000000000002
0.32,0.031746034,0.1,1.1,16.400000000000002
0.32,0.031746034,0.1,1.1,16.400000000000002
0.32,0.031746034,0.1,1.1,16.400000000000002
0.32,0.026862027,0.1,1.1,16.400000000000002
0.32,0.026862027,0.1,1.1,16.400000000000002
0.32,0.021978023,0.1,1.1,16.400000000000002
0.32,0.021978023,0.1,1.1,16.400000000000002
0.33,0.026862027,0.1,1.1,16.400000000000002
0.33,0.017094018,0.1,1.1,16.400000000000002
0.33,0.012210012,0.1,1.1,16.400000000000002
0.33,0.012210012,0.1,1.1,16.400000000000002
0.33,0.017094018,0.1,1.1,16.400000000000002
0.33,0.017094018,0.1,1.1,16.400000000000002
0.33,0.017094018,0.1,1.1,16.400000000000002
0.33,0.017094018,0.1,1.1,16.400000000000002
0.33,0.017094018,0.1,1.1,16.400000000000002
0.33,0.012210012,0.1,1.1,16.400000000000002
0.34,0.012210012,0.1,1.1,16.400000000000002
0.34,0.012210012,0.1,1.1,16.400000000000002
0.34,0.017094018,0.1,1.1,16.400000000000002
0.34,0.017094018,0.1,1.1,16.400000000000002
0.34,0.017094018,0.1,1.1,16.400000000000002
0.34,0.017094018,0.1,1.1,16.400000000000002
0.34,0.012210012,0.1,1.1,16.400000000000002
0.34,0.017094018,0.1,1.1,16.400000000000002
0.34,0.017094018,0.1,1.1,16.400000000000002
0.34,0.021978023,0.1,1.1,16.400000000000002
0.35,0.017094018,0.1,1.1,16.400000000000002
0.35,0.017094018,0.1,1.1,16.400000000000002
0.35,0.017094018,0.1,1.1,16.400000000000002
0.35,0.021978023,0.1,1.1,16.400000000000002
0.35,0.021978023,0.1,1.1,16.400000000000002
0.35,0.021978023,0.1,1.1,16.400000000000002
0.35,0.021978023,0.1,1.1,16.400000000000002
0.35,0.026862027,0.1,1.1,16.400000000000002
0.35,0.031746034,0.1,1.1,16.400000000000002
0.35,0.026862027,0.1,1.1,16.400000000000002
0.36,0.031746034,0.1,1.1,16.400000000000002
0.36,0.026862027,0.1,1.1,16.400000000000002
0.36,0.026862027,0.1,1.1,16.400000000000002
0.36,0.031746034,0.1,1.1,16.400000000000002
0.36,0.031746034,0.1,1.1,16.400000000000002
0.36,0.031746034,0.1,1.1,16.400000000000002
0.36,0.03663004,0.1,1.1,16.400000000000002
0.36,0.03663004,0.1,1.1,16.400000000000002
0.36,0.03663004,0.1,1.1,16.3
0.36,0.03663004,0.1,1.1,16.3
0.37,0.03663004,0.1,1.1,16.3
0.37,0.041514043,0.1,1.1,16.3
0.37,0.041514043,0.1,1.1,16.3
0.37,0.046398047,0.1,1.1,16.3
0.37,0.041514043,0.1,1.1,16.3
0.37,0.046398047,0.1,1.1,16.3
0.37,0.051282052,0.1,1.1,16.3
0.37,0.051282052,0.1,1.1,16.3
0.37,0.051282052,0.1,1.1,16.3
0.38,0.051282052,0.1,1.1,16.3
0.38,0.051282052,0.1,1.1,16.3
0.38,0.051282052,0.1,1.1,16.3
0.38,0.051282052,0.1,1.1,16.3
0.38,0.06105006,0.1,1.1,16.3
0.38,0.056166057,0.1,1.1,16.3
0.38,0.06105006,0.1,1.1,16.3
0.38,0.06593407,0.1,1.1,16.3
0.38,0.056166057,0.1,1.1,16.3
0.38,0.06105006,0.1,1.1,16.3
0.38,0.06105006,0.1,1.1,16.3
0.39,0.06105006,0.1,1.1,16.3
0.39,0.06105006,0.1,1.1,16.3
0.39,0.070818074,0.1,1.1,16.3
0.39,0.06593407,0.1,1.1,16.3
0.39,0.06105006,0.1,1.1,16.400000000000002
0.39,0.06105006,0.1,1.1,16.400000000000002
0.39,0.06105006,0.1,1.1,16.400000000000002
0.39,0.06593407,0.1,1.1,16.400000000000002
0.39,0.06593407,0.1,1.1,16.400000000000002
0.39,0.06593407,0.1,1.1,16.400000000000002
0.4,0.06593407,0.1,1.1,16.400000000000002
0.4,0.06105006,0.1,1.1,16.400000000000002
0.4,0.06105006,0.1,1.1,16.400000000000002
0.4,0.06105006,0.1,1.1,16.400000000000002
0.4,0.06105006,0.1,1.1,16.400000000000002
0.4,0.06105006,0.1,1.1,16.400000000000002
0.4,0.06105006,0.1,1.1,16.400000000000002
0.4,0.06105006,0.1,1.1,16.400000000000002
0.4,0.06105006,0.1,1.1,16.400000000000002
0.4,0.056166057,0.1,1.1,16.400000000000002
0.41,0.06105006,0.1,1.1,16.400000000000002
0.41,0.06105006,0.1,1.1,16.400000000000002
0.41,0.056166057,0.1,1.1,16.400000000000002
0.41,0.06105006,0.1,1.1,16.400000000000002
0.41,0.06105006,0.1,1.1,16.400000000000002
0.41,0.06105006,0.1,1.1,16.400000000000002
0.41,0.06593407,0.1,1.1,16.400000000000002
0.41,0.06593407,0.1,1.1,16.400000000000002
0.41,0.06593407,0.1,1.1,16.400000000000002
0.41,0.06105006,0.1,1.1,16.400000000000002
0.42,0.06593407,0.1,1.1,16.5
0.42,0.06105006,0.1,1.1,16.5
0.42,0.070818074,0.1,1.1,16.5
0.42,0.07570208,0.1,1.1,16.5
0.42,0.08058608,0.1,1.1,16.5
0.42,0.08547009,0.1,1.1,16.5
0.42,0.08547009,0.1,1.1,16.5
0.42,0.08547009,0.1,1.1,16.5
0.43,0.0952381,0.1,1.1,16.5
0.43,0.1001221,0.1,1.1,16.5
0.43,0.105006106,0.1,1.1,16.5
0.43,0.1001221,0.1,1.1,16.5
0.43,0.1001221,0.1,1.1,16.5
0.43,0.105006106,0.1,1.1,16.5
0.43,0.10989011,0.1,1.1,16.5
0.43,0.105006106,0.1,1.1,16.5
0.44,0.10989011,0.1,1.1,16.5
0.44,0.10989011,0.1,1.1,16.5
0.44,0.105006106,0.1,1.1,16.5
0.44,0.10989011,0.1,1.1,16.5
0.44,0.1001221,0.1,1.0,16.5
0.44,0.1001221,0.1,1.0,16.5
0.44,0.1001221,0.1,1.0,16.5
0.44,0.1001221,0.1,1.0,16.5
0.44,0.1001221,0.1,1.0,16.5
0.45,0.105006106,0.1,1.0,16.5
0.45,0.0952381,0.1,1.0,16.5
0.45,0.09035409,0.1,1.0,16.5
0.45,0.0952381,0.1,1.0,16.5
0.45,0.08547009,0.1,1.0,16.5
0.45,0.08547009,0.1,1.0,16.5
0.45,0.08058608,0.1,1.0,16.5
0.45,0.07570208,0.1,1.0,16.5
0.45,0.070818074,0.1,1.0,16.5
0.46,0.06593407,0.1,1.0,16.5
0.46,0.06593407,0.1,1.0,16.5
0.46,0.06105006,0.1,1.0,16.5
0.46,0.06105006,0.1,1.0,16.5
0.46,0.056166057,0.1,1.0,16.5
0.46,0.051282052,0.1,1.0,16.5
0.46,0.046398047,0.1,1.0,16.5
0.46,0.046398047,0.1,1.0,16.5
0.46,0.041514043,0.1,1.0,16.5
0.47,0.041514043,0.1,1.0,16.5
0.47,0.03663004,0.1,1.0,16.5
0.47,0.031746034,0.1,1.0,16.5
0.47,0.031746034,0.1,1.0,16.5
0.47,0.031746034,0.1,1.0,16.5
0.47,0.026862027,0.1,1.0,16.5
0.47,0.026862027,0.1,1.0,16.5
0.47,0.026862027,0.1,1.0,16.5
0.47,0.021978023,0.1,1.0,16.5
0.48,0.021978023,0.1,1.0,16.5
0.48,0.021978023,0.1,1.0,16.5
0.48,0.021978023,0.1,1.0,16.5
0.48,0.017094018,0.1,1.0,16.5
0.48,0.017094018,0.1,1.0,16.5
0.48,0.017094018,0.1,1.1,16.5
0.48,0.012210012,0.1,1.1,16.5
0.48,0.017094018,0.1,1.1,16.5
0.48,0.012210012,0.1,1.1,16.5
0.48,0.012210012,0.1,1.1,16.5
0.49,0.017094018,0.1,1.1,16.5
0.49,0.017094018,0.1,1.1,16.5
0.49,0.012210012,0.1,1.1,16.5
0.49,0.017094018,0.1,1.1,16.5
0.49,0.012210012,0.1,1.1,16.5
0.49,0.017094018,0.1,1.1,16.5
0.49,0.017094018,0.1,1.1,16.5
0.49,0.017094018,0.1,1.1,16.5
0.49,0.017094018,0.1,1.1,16.5
0.49,0.021978023,0.1,1.1,16.5
0.49,0.021978023,0.1,1.1,16.5
0.5,0.021978023,0.1,1.1,16.5
0.5,0.026862027,0.1,1.1,16.5
0.5,0.026862027,0.1,1.1,16.5
0.5,0.026862027,0.1,1.1,16.5
0.5,0.026862027,0.1,1.1,16.5
0.5,0.031746034,0.1,1.1,16.5
0.5,0.031746034,0.1,1.1,16.5
0.5,0.031746034,0.1,1.1,16.5
0.5,0.03663004,0.1,1.1,16.5
0.5,0.03663004,0.1,1.1,16.5
0.51,0.03663004,0.1,1.1,16.5
0.51,0.041514043,0.1,1.1,16.5
0.51,0.046398047,0.1,1.1,16.5
0.51,0.051282052,0.1,1.1,16.5
0.51,0.046398047,0.1,1.1,16.5
0.51,0.051282052,0.1,1.1,16.5
0.51,0.056166057,0.1,1.1,16.5
0.51,0.051282052,0.1,1.1,16.5
0.51,0.056166057,0.1,1.1,16.5
0.51,0.056166057,0.1,1.1,16.5
0.52,0.06105006,0.1,1.1,16.5
0.52,0.06105006,0.1,1.1,16.5
0.52,0.06105006,0.1,1.1,16.5
0.52,0.06593407,0.1,1.2000000000000002,16.5
0.52,0.06593407,0.1,1.2000000000000002,16.5
0.52,0.06593407,0.1,1.2000000000000002,16.5
0.52,0.070818074,0.1,1.2000000000000002,16.5
0.52,0.07570208,0.1,1.2000000000000002,16.5
0.52,0.07570208,0.1,1.2000000000000002,16.5
0.52,0.070818074,0.1,1.2000000000000002,16.5
0.53,0.07570208,0.1,1.2000000000000002,16.5
0.53,0.07570208,0.1,1.2000000000000002,16.5
0.53,0.07570208,0.1,1.2000000000000002,16.5
0.53,0.08058608,0.1,1.2000000000000002,16.5
0.53,0.08058608,0.1,1.2000000000000002,16.5
0.53,0.08058608,0.1,1.2000000000000002,16.5
0.53,0.08058608,0.1,1.2000000000000002,16.5
0.53,0.08058608,0.1,1.2000000000000002,16.5
0.53,0.08058608,0.1,1.2000000000000002,16.5
0.53,0.08058608,0.1,1.2000000000000002,16.5
0.54,0.08058608,0.1,1.2000000000000002,16.5
0.54,0.08058608,0.1,1.2000000000000002,16.5
0.54,0.08547009,0.1,1.2000000000000002,16.5
0.54,0.08058608,0.1,1.2000000000000002,16.5
0.54,0.08547009,0.1,1.2000000000000002,16.5
0.54,0.08058608,0.1,1.2000000000000002,16.5
0.54,0.08058608,0.1,1.2000000000000002,16.5
0.54,0.08058608,0.1,1.2000000000000002,16.5
0.54,0.08058608,0.1,1.2000000000000002,16.5
0.55,0.08058608,0.1,1.2000000000000002,16.5
0.55,0.08547009,0.1,1.2000000000000002,16.5
0.55,0.08547009,0.1,1.2000000000000002,16.5
0.55,0.08058608,0.1,1.2000000000000002,16.5
0.55,0.08058608,0.1,1.2000000000000002,16.5
0.55,0.08058608,0.1,1.2000000000000002,16.5
0.55,0.08058608,0.1,1.2000000000000002,16.5
0.55,0.08058608,0.1,1.2000000000000002,16.5
0.55,0.08058608,0.1,1.2000000000000002,16.5
0.56,0.08058608,0.1,1.2000000000000002,16.5
0.56,0.08058608,0.1,1.2000000000000002,16.5
0.56,0.07570208,0.1,1.2000000000000002,16.5
0.56,0.08058608,0.1,1.2000000000000002,16.5
0.56,0.08058608,0.1,1.2000000000000002,16.5
0.62,0.07570208,0.1,1.2000000000000002,16.5
0.62,-0.0073260074,1.7000000000000002,1.2000000000000002,16.5
0.63,-0.0073260074,1.7000000000000002,1.3,16.7
0.63,0.012210012,1.7000000000000002,1.3,16.7
0.64,0.041514043,1.7000000000000002,1.4000000000000001,16.7
0.64,0.041514043,1.7000000000000002,1.4000000000000001,16.7
0.65,0.06593407,1.7000000000000002,1.4000000000000001,16.7
0.65,0.105006106,1.7000000000000002,1.4000000000000001,16.7
0.66,0.105006106,1.7000000000000002,1.4000000000000001,16.7
0.66,0.124542125,1.7000000000000002,1.4000000000000001,16.7
0.67,0.13431014,0.1,1.4000000000000001,16.7
0.67,0.13919415,0.1,1.4000000000000001,16.7
0.67,0.13431014,0.1,1.4000000000000001,16.7
0.67,0.13919415,0.1,1.4000000000000001,16.7
0.68,0.14407815,0.1,1.4000000000000001,16.7
0.68,0.14407815,0.1,1.4000000000000001,16.7
0.68,0.14407815,0.1,1.4000000000000001,16.7
0.68,0.14896215,0.1,1.4000000000000001,16.7
0.68,0.14896215,0.1,1.4000000000000001,16.7
0.69,0.15384616,0.1,1.4000000000000001,16.7
0.69,0.14896215,0.1,1.3,16.7
0.69,0.15384616,0.1,1.3,16.7
0.69,0.13919415,0.1,1.3,16.7
0.7,0.13431014,0.1,1.3,16.7
0.7,0.12942614,0.1,1.3,16.7
0.7,0.11965812,0.1,1.3,16.7
0.7,0.10989011,0.1,1.3,16.7
0.7,0.0952381,0.1,1.3,16.7
0.7,0.08547009,0.1,1.3,16.7
0.7,0.07570208,0.1,1.3,16.7
0.7,0.056166057,0.1,1.3,16.7
0.71,0.046398047,0.1,1.3,16.7
0.71,0.03663004,0.1,1.3,16.7
0.71,0.021978023,0.1,1.3,16.7
0.71,0.012210012,0.1,1.3,16.7
0.71,0.0024420025,0.1,1.3,16.7
0.71,-0.0073260074,0.1,1.3,16.7
0.71,-0.017094018,0.1,1.3,16.7
0.72,-0.021978023,0.1,1.3,16.7
0.72,-0.03663004,0.1,1.3,16.7
0.72,-0.041514043,0.1,1.3,16.7
0.72,-0.046398047,0.1,1.3,16.7
0.72,-0.051282052,0.1,1.3,16.7
0.72,-0.056166057,0.1,1.3,16.7
0.72,-0.06593407,0.1,1.3,16.7
0.73,-0.070818074,0.1,1.3,16.7
0.73,-0.070818074,0.1,1.3,16.7
0.73,-0.070818074,0.1,1.3,16.7
0.73,-0.070818074,0.1,1.3,16.7
0.73,-0.07570208,0.1,1.3,16.7
0.73,-0.07570208,0.1,1.3,16.7
0.73,-0.070818074,0.1,1.3,16.7
0.73,-0.070818074,0.1,1.3,16.7
0.73,-0.06593407,0.1,1.3,16.7
0.74,-0.070818074,0.1,1.3,16.7
0.74,-0.06593407,0.1,1.3,16.7
0.74,-0.06593407,0.1,1.3,16.7
0.74,-0.056166057,0.1,1.4000000000000001,16.8
0.74,-0.051282052,0.1,1.4000000000000001,16.8
0.74,-0.046398047,0.1,1.4000000000000001,16.8
0.74,-0.03663004,0.1,1.4000000000000001,16.8
