Time(s),Torque,signal_0,signal_1,signal_2
0.0,0.0073260074,-3.1,1.1,16.900000000000002
0.01,0.012210012,-1.2000000000000002,1.4000000000000001,19.1
0.01,0.012210012,-1.2000000000000002,1.4000000000000001,19.1
0.02,0.070818074,-1.2000000000000002,1.4000000000000001,19.200000000000003
0.02,0.13431014,-1.2000000000000002,1.4000000000000001,19.200000000000003
0.03,0.1929182,-1.2000000000000002,1.4000000000000001,19.200000000000003
0.03,0.25152627,-1.2000000000000002,1.4000000000000001,19.1
0.03,0.2808303,-1.2000000000000002,1.4000000000000001,19.1
0.03,0.31013432,-1.2000000000000002,1.4000000000000001,19.1
0.04,0.32967034,-1.2000000000000002,1.4000000000000001,19.1
0.04,0.34432235,-1.2000000000000002,1.4000000000000001,19.1
0.04,0.35897437,-1.0,1.4000000000000001,19.3
0.04,0.3785104,-1.0,1.4000000000000001,19.3
0.05,0.3785104,-1.0,1.4000000000000001,19.3
0.05,0.3833944,-1.0,1.4000000000000001,19.3
0.05,0.3833944,-1.0,1.4000000000000001,19.3
0.05,0.37362638,-0.6000000000000001,1.4000000000000001,19.5
0.06,0.35897437,-0.6000000000000001,1.4000000000000001,19.5
0.06,0.35409036,-0.6000000000000001,1.4000000000000001,19.5
0.06,0.33943835,-0.6000000000000001,1.4000000000000001,19.5
0.06,0.32478634,-0.6000000000000001,1.4000000000000001,19.5
0.06,0.31501833,-0.6000000000000001,1.4000000000000001,19.5
0.06,0.30525032,-0.6000000000000001,1.4000000000000001,19.5
0.06,0.2905983,-0.6000000000000001,1.4000000000000001,19.5
0.07,0.2759463,-0.30000000000000004,1.5,19.700000000000003
0.07,0.25641027,-0.30000000000000004,1.5,19.700000000000003
0.07,0.24664225,-0.30000000000000004,1.5,19.700000000000003
0.07,0.22710623,-0.30000000000000004,1.5,19.700000000000003
0.07,0.22222222,-0.30000000000000004,1.5,19.700000000000003
0.08,0.1978022,-0.30000000000000004,1.5,19.700000000000003
0.08,0.17338218,-0.30000000000000004,1.5,19.700000000000003
0.08,0.16361417,-0.30000000000000004,1.5,19.700000000000003
0.08,0.15384616,-0.30000000000000004,1.6,19.900000000000002
0.08,0.13919415,-0.30000000000000004,1.6,19.900000000000002
0.08,0.11965812,-0.30000000000000004,1.6,19.900000000000002
0.08,0.11965812,-0.30000000000000004,1.6,19.900000000000002
0.08,0.1001221,-0.30000000000000004,1.6,19.900000000000002
0.09,0.0952381,-0.30000000000000004,1.6,19.900000000000002
0.09,0.08547009,-0.30000000000000004,1.6,19.900000000000002
0.09,0.070818074,-0.30000000000000004,1.6,19.900000000000002
0.09,0.06593407,-0.30000000000000004,1.6,19.900000000000002
0.09,0.06105006,-0.30000000000000004,1.6,19.900000000000002
0.09,0.051282052,0.30000000000000004,1.7000000000000002,20.0
0.09,0.046398047,0.30000000000000004,1.7000000000000002,20.0
0.09,0.03663004,0.30000000000000004,1.7000000000000002,20.0
0.09,0.041514043,0.30000000000000004,1.7000000000000002,20.0
0.1,0.03663004,0.30000000000000004,1.7000000000000002,20.0
0.1,0.026862027,0.30000000000000004,1.7000000000000002,20.0
0.1,0.021978023,0.30000000000000004,1.7000000000000002,20.0
0.1,0.021978023,0.30000000000000004,1.7000000000000002,20.0
0.1,0.012210012,0.30000000000000004,1.7000000000000002,20.0
0.1,0.012210012,0.30000000000000004,1.7000000000000002,20.0
0.1,0.0073260074,0.30000000000000004,1.7000000000000002,20.0
0.1,0.0073260074,0.30000000000000004,1.7000000000000002,20.0
0.1,0.0073260074,0.30000000000000004,1.7000000000000002,20.0
0.1,0.0073260074,0.30000000000000004,1.8,20.0
0.11,0.0024420025,0.30000000000000004,1.8,20.0
0.11,0.0024420025,0.30000000000000004,1.8,20.0
0.11,0.0024420025,0.30000000000000004,1.8,20.0
0.11,0.0024420025,0.30000000000000004,1.8,20.0
0.11,0.0024420025,0.30000000000000004,1.8,20.0
0.11,-0.0024420025,0.30000000000000004,1.8,20.0
0.11,0.0024420025,0.30000000000000004,1.8,20.0
0.11,0.0024420025,0.30000000000000004,1.8,20.0
0.11,0.0073260074,0.30000000000000004,1.8,20.0
0.11,0.0073260074,0.30000000000000004,1.8,20.0
0.12,0.0073260074,0.1,1.8,19.900000000000002
0.12,0.0073260074,0.1,1.8,19.900000000000002
0.12,0.012210012,0.1,1.8,19.900000000000002
0.12,0.017094018,0.1,1.8,19.900000000000002
0.12,0.017094018,0.1,1.8,19.900000000000002
0.12,0.021978023,0.1,1.8,19.900000000000002
0.12,0.026862027,0.1,1.8,19.900000000000002
0.12,0.026862027,0.1,1.8,19.900000000000002
0.13,0.031746034,0.1,1.8,19.900000000000002
0.13,0.031746034,0.1,1.8,19.900000000000002
0.13,0.041514043,0.1,1.8,19.900000000000002
0.13,0.03663004,0.1,1.8,19.900000000000002
0.13,0.051282052,0.1,1.8,19.900000000000002
0.13,0.051282052,0.1,1.8,19.900000000000002
0.13,0.056166057,0.1,1.8,19.900000000000002
0.13,0.06593407,0.1,1.8,19.900000000000002
0.13,0.070818074,0.1,1.8,19.900000000000002
0.14,0.070818074,0.1,1.8,19.900000000000002
0.14,0.08058608,0.1,1.8,19.900000000000002
0.14,0.08547009,0.1,1.8,19.900000000000002
0.14,0.1001221,0.1,1.8,19.900000000000002
0.14,0.105006106,0.1,1.8,19.900000000000002
0.14,0.105006106,0.1,1.8,19.900000000000002
